"","Suburb","Rooms","Type","Method","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount","Price"
"30576","Melton South",2,"u","SP",2017-12-09,29.8,"3338",2,1,1,321,81,1980,"Melton City Council",-37.7149,145.0009,"Western Victoria",4718,280000
"30577","Melton South",4,"h","PI",2017-12-09,29.8,"3338",4,1,4,700,124,1975,"Melton City Council",-37.71007,144.56563,"Western Victoria",4718,420000
"30579","Melton West",4,"h","S",2017-12-09,31.7,"3337",4,1,2,666,323,1980,"Melton City Council",-37.67912,144.56056,"Northern Victoria",6065,382000
"30581","Mentone",3,"t","PI",2017-12-09,20,"3194",3,2,2,299,174,2000,"Kingston City Council",-37.97539,145.06098,"South-Eastern Metropolitan",6162,810000
"30582","Mentone",2,"u","S",2017-12-09,20,"3194",2,1,1,321,81,1960,"Kingston City Council",-37.8355,145.0589,"South-Eastern Metropolitan",6162,654000
"30583","Mentone",4,"h","VB",2017-12-09,20,"3194",4,2,2,723,150,1970,"Kingston City Council",-37.98618,145.05739,"South-Eastern Metropolitan",6162,2000000
"30584","Mernda",4,"h","S",2017-12-09,25.9,"3754",4,2,2,420,180,2010,"Whittlesea City Council",-37.58702,145.08363,"Northern Metropolitan",5812,610000
"30585","Mernda",3,"h","S",2017-12-09,25.9,"3754",3,1,1,649,115,1985,"Whittlesea City Council",-37.59005,145.10433,"Northern Metropolitan",5812,525000
"30586","Mickleham",4,"h","SP",2017-12-09,20.6,"3064",4,3,5,10590,300,2005,"Hume City Council",-37.55139,144.89404,"Northern Metropolitan",1158,1225000
"30587","Middle Park",2,"h","S",2017-12-09,3,"3206",2,1,0,123,78,1900,"Port Phillip City Council",-37.85508,144.968,"Southern Metropolitan",2019,1515000
"30589","Mill Park",3,"h","S",2017-12-09,17.9,"3082",3,2,2,603,160,2007,"Whittlesea City Council",-37.67066,145.0516,"Northern Metropolitan",10529,735000
"30590","Mill Park",3,"h","S",2017-12-09,17.9,"3082",3,2,2,304,160,2007,"Whittlesea City Council",-37.67418,145.05351,"Northern Metropolitan",10529,553000
"30591","Mill Park",3,"h","S",2017-12-09,17.9,"3082",3,1,4,540,122,1978,"Whittlesea City Council",-37.65248,145.04973,"Northern Metropolitan",10529,603000
"30592","Mill Park",4,"h","S",2017-12-09,17.9,"3082",4,2,2,595,25,1990,"Whittlesea City Council",-37.67692,145.05234,"Northern Metropolitan",10529,671000
"30593","Mill Park",3,"h","S",2017-12-09,17.9,"3082",3,2,4,628,173,1985,"Whittlesea City Council",-37.66927,145.04697,"Northern Metropolitan",10529,598000
"30594","Mill Park",4,"h","S",2017-12-09,17.9,"3082",3,2,1,620,135,1980,"Whittlesea City Council",-37.65807,145.06132,"Northern Metropolitan",10529,660000
"30595","Mill Park",5,"h","S",2017-12-09,17.9,"3082",5,2,2,541,150,1985,"Whittlesea City Council",-37.66461,145.05494,"Northern Metropolitan",10529,730000
"30596","Mill Park",3,"h","S",2017-12-09,17.9,"3082",3,2,2,600,151,1990,"Whittlesea City Council",-37.66063,145.05619,"Northern Metropolitan",10529,712500
"30597","Mitcham",3,"u","S",2017-12-09,17.2,"3132",3,1,2,263,133,2014,"Whitehorse City Council",-37.80594,145.19974,"Eastern Metropolitan",6871,900000
"30598","Mitcham",3,"h","SP",2017-12-09,17.2,"3132",3,2,2,249,284,2003,"Whitehorse City Council",-37.82227,145.18922,"Eastern Metropolitan",6871,890000
"30600","Mitcham",3,"h","S",2017-12-09,17.2,"3132",3,1,2,1714,147,1960,"Whitehorse City Council",-37.82698,145.19544,"Eastern Metropolitan",6871,2305000
"30601","Mitcham",2,"u","S",2017-12-09,17.2,"3132",2,1,1,321,78,1965,"Whitehorse City Council",-37.80798,145.0257,"Eastern Metropolitan",6871,600000
"30602","Mont Albert",2,"u","S",2017-12-09,10.2,"3127",2,1,1,321,81,1960,"Boroondara City Council",-37.8355,145.0589,"Eastern Metropolitan",2079,748000
"30603","Montmorency",3,"h","PI",2017-12-09,16.2,"3094",3,2,2,628,174,1975,"Banyule City Council",-37.73033,145.13294,"Eastern Metropolitan",3891,820000
"30604","Moonee Ponds",4,"h","VB",2017-12-09,6.2,"3039",4,2,1,602,156,1940,"Moonee Valley City Council",-37.75956,144.92994,"Western Metropolitan",6232,1400000
"30605","Moorabbin",3,"h","PI",2017-12-09,14.3,"3189",3,2,2,558,160,1970,"Kingston City Council",-37.9371,145.0568,"Southern Metropolitan",2555,1200000
"30606","Moorabbin",4,"h","PI",2017-12-09,14.3,"3189",4,3,2,585,262,1960,"Kingston City Council",-37.94342,145.0476,"Southern Metropolitan",2555,1250000
"30607","Moorabbin",3,"t","SP",2017-12-09,14.3,"3189",3,2,2,808,129,1995,"Kingston City Council",-37.94308,145.04094,"Southern Metropolitan",2555,960000
"30608","Moorabbin",4,"t","VB",2017-12-09,14.3,"3189",4,2,1,321,156,2015,"Kingston City Council",-37.88293,145.0735,"Southern Metropolitan",2555,1100000
"30610","Mordialloc",2,"u","S",2017-12-09,21.5,"3195",2,1,1,321,81,1960,"Kingston City Council",-37.8355,145.0589,"South-Eastern Metropolitan",3650,588000
"30612","Mount Waverley",3,"h","VB",2017-12-09,14.2,"3149",3,1,1,728,111,1951,"Monash City Council",-37.86393,145.1367,"Eastern Metropolitan",13366,1100000
"30614","Mount Waverley",4,"h","PI",2017-12-09,14.2,"3149",4,2,2,836,248,1940,"Monash City Council",-37.88562,145.14199,"Eastern Metropolitan",13366,1560000
"30617","Mount Waverley",3,"h","PI",2017-12-09,14.2,"3149",3,1,2,697,130,1960,"Monash City Council",-37.86275,145.13327,"Eastern Metropolitan",13366,1400000
"30619","Mount Waverley",4,"t","PI",2017-12-09,14.2,"3149",4,2,2,263,184,2015,"Monash City Council",-37.716,144.93448,"Eastern Metropolitan",13366,1000000
"30620","Mount Waverley",4,"h","VB",2017-12-09,14.2,"3149",4,2,3,728,171,1960,"Monash City Council",-37.88578,145.12735,"Eastern Metropolitan",13366,1250000
"30622","Mulgrave",3,"u","S",2017-12-09,18.8,"3170",3,1,2,263,133,2014,"Monash City Council",-37.79003,144.9826,"South-Eastern Metropolitan",7113,722000
"30623","Mulgrave",4,"h","VB",2017-12-09,18.8,"3170",4,2,2,1078,277,2001,"Monash City Council",-37.9263,145.16413,"South-Eastern Metropolitan",7113,790000
"30624","Mulgrave",4,"h","S",2017-12-09,18.8,"3170",4,3,2,650,184,1965,"Monash City Council",-37.92945,145.19736,"South-Eastern Metropolitan",7113,1191000
"30625","Murrumbeena",3,"u","S",2017-12-09,10.1,"3163",3,1,2,263,133,2014,"Glen Eira City Council",-37.7888,144.9826,"Southern Metropolitan",4442,925000
"30626","Murrumbeena",3,"h","PI",2017-12-09,10.1,"3163",3,1,4,663,278,1960,"Glen Eira City Council",-37.9049,145.06739,"Southern Metropolitan",4442,1440000
"30627","Murrumbeena",5,"h","S",2017-12-09,10.1,"3163",5,3,4,646,250,1980,"Glen Eira City Council",-37.90109,145.07191,"Southern Metropolitan",4442,1700000
"30628","Murrumbeena",4,"t","S",2017-12-09,10.1,"3163",4,3,2,353,222,2006,"Glen Eira City Council",-37.88707,145.07492,"Southern Metropolitan",4442,1601000
"30630","Murrumbeena",3,"h","SP",2017-12-09,10.1,"3163",3,1,2,670,122,1950,"Glen Eira City Council",-37.90469,145.07467,"Southern Metropolitan",4442,1350000
"30631","Murrumbeena",3,"t","PI",2017-12-09,10.1,"3163",3,4,2,301,195,1980,"Glen Eira City Council",-37.90432,145.07013,"Southern Metropolitan",4442,1150000
"30632","Newport",2,"u","SP",2017-12-09,6.2,"3015",2,1,1,321,81,1970,"Hobsons Bay City Council",-37.8231,145.10379,"Western Metropolitan",5498,676000
"30633","Newport",3,"h","SP",2017-12-09,6.2,"3015",3,1,1,375,120,1990,"Hobsons Bay City Council",-37.84119,144.86677,"Western Metropolitan",5498,975000
"30636","Niddrie",3,"u","PI",2017-12-09,10.4,"3042",3,1,1,319,88,2014,"Moonee Valley City Council",-37.74133,145.01622,"Western Metropolitan",2291,700000
"30637","Niddrie",2,"u","SP",2017-12-09,10.4,"3042",2,1,1,321,81,2006,"Moonee Valley City Council",-37.7449,145.04589,"Western Metropolitan",2291,650000
"30638","Niddrie",2,"u","S",2017-12-09,10.4,"3042",2,1,1,321,81,1960,"Moonee Valley City Council",-37.8355,145.0589,"Western Metropolitan",2291,686500
"30639","Niddrie",1,"u","PI",2017-12-09,10.4,"3042",4,2,2,319,133,2015,"Moonee Valley City Council",-37.57314,144.91694,"Western Metropolitan",2291,360000
"30640","Niddrie",4,"h","S",2017-12-09,10.4,"3042",4,3,1,325,413,1967,"Moonee Valley City Council",-37.74063,144.88977,"Western Metropolitan",2291,1250000
"30641","Niddrie",3,"h","SP",2017-12-09,10.4,"3042",3,1,2,263,133,2014,"Moonee Valley City Council",-37.7307,144.99504,"Western Metropolitan",2291,810000
"30642","Niddrie",3,"h","SP",2017-12-09,10.4,"3042",3,1,2,263,133,2014,"Moonee Valley City Council",-37.7307,144.99504,"Western Metropolitan",2291,810000
"30643","Noble Park",2,"u","SP",2017-12-09,22.7,"3174",2,1,1,321,81,1980,"Greater Dandenong City Council",-37.7078,145.0131,"South-Eastern Metropolitan",11806,447000
"30646","Noble Park",3,"h","S",2017-12-09,22.7,"3174",3,2,2,627,197,1958,"Greater Dandenong City Council",-37.97285,145.18787,"South-Eastern Metropolitan",11806,815000
"30648","North Melbourne",2,"h","VB",2017-12-09,1.8,"3051",2,1,1,119,81,1890,"Melbourne City Council",-37.79058,144.94253,"Northern Metropolitan",6821,850000
"30649","Northcote",2,"h","VB",2017-12-09,5.3,"3070",2,1,1,131,120,2012,"Darebin City Council",-37.7765,144.99069,"Northern Metropolitan",11364,975000
"30650","Northcote",3,"h","S",2017-12-09,5.3,"3070",3,1,2,262,25,1930,"Darebin City Council",-37.76614,145.00635,"Northern Metropolitan",11364,1090000
"30652","Northcote",4,"h","SP",2017-12-09,5.3,"3070",4,3,2,432,268,2015,"Darebin City Council",-37.77033,145.00584,"Northern Metropolitan",11364,2280000
"30654","Northcote",3,"h","S",2017-12-09,5.3,"3070",3,2,0,345,110,1910,"Darebin City Council",-37.78163,145.01411,"Northern Metropolitan",11364,1660000
"30655","Northcote",3,"h","S",2017-12-09,5.3,"3070",3,2,1,339,135,1910,"Darebin City Council",-37.76554,145.0102,"Northern Metropolitan",11364,1870000
"30657","Northcote",3,"h","SA",2017-12-09,5.3,"3070",3,1,2,263,133,2014,"Darebin City Council",-37.8102,145.03877,"Northern Metropolitan",11364,1350000
"30658","Nunawading",3,"h","S",2017-12-09,15.4,"3131",3,1,2,703,160,1957,"Manningham City Council",-37.80981,145.18348,"Eastern Metropolitan",4973,1100000
"30659","Oak Park",3,"h","S",2017-12-09,11.2,"3046",3,2,2,536,155,2010,"Moreland City Council",-37.71809,144.92632,"Northern Metropolitan",2651,837500
"30660","Oak Park",2,"u","S",2017-12-09,11.2,"3046",2,2,1,176,103,2010,"Moreland City Council",-37.71671,144.92018,"Northern Metropolitan",2651,625000
"30662","Oakleigh",2,"h","SP",2017-12-09,12.3,"3166",2,2,3,521,104,2005,"Monash City Council",-37.8964,145.09758,"Southern Metropolitan",3224,890000
"30663","Oakleigh South",3,"h","S",2017-12-09,15.5,"3167",3,1,2,643,158,1930,"Kingston City Council",-37.91334,145.08621,"South-Eastern Metropolitan",3692,1030000
"30664","Officer",4,"h","S",2017-12-09,43.3,"3809",4,2,2,430,155,2013,"Cardinia Shire Council",-38.07273,145.43373,"Eastern Victoria",2768,563000
"30665","Ormond",3,"h","PI",2017-12-09,11.4,"3204",3,2,2,581,163,1980,"Glen Eira City Council",-37.90499,145.04206,"Southern Metropolitan",3578,1650000
"30666","Ormond",3,"h","PI",2017-12-09,11.4,"3204",3,2,2,290,168,2016,"Glen Eira City Council",-37.90512,145.04274,"Southern Metropolitan",3578,1370000
"30667","Pakenham",4,"h","S",2017-12-09,47.3,"3810",4,2,1,799,159,1970,"Cardinia Shire Council",-38.07652,145.4779,"Eastern Victoria",17384,571000
"30668","Pakenham",3,"h","SP",2017-12-09,47.3,"3810",3,1,2,650,109,1988,"Cardinia Shire Council",-38.07615,145.46784,"Eastern Victoria",17384,480000
"30669","Parkdale",3,"h","S",2017-12-09,21.5,"3195",3,2,2,652,165,1960,"Kingston City Council",-37.99696,145.08904,"South-Eastern Metropolitan",5087,1140000
"30670","Parkdale",3,"t","SP",2017-12-09,21.5,"3195",3,1,2,263,133,2014,"Kingston City Council",-37.8102,145.0451,"South-Eastern Metropolitan",5087,1210000
"30671","Pascoe Vale",2,"h","SP",2017-12-09,8.5,"3044",2,1,1,441,80,1986,"Moreland City Council",-37.71802,144.94142,"Northern Metropolitan",7485,755000
"30672","Pascoe Vale",2,"u","S",2017-12-09,8.5,"3044",2,1,1,307,80,1975,"Moreland City Council",-37.7168,144.94426,"Northern Metropolitan",7485,496000
"30673","Pascoe Vale",2,"u","SP",2017-12-09,8.5,"3044",2,1,1,321,81,1960,"Moreland City Council",-37.8355,145.0589,"Northern Metropolitan",7485,555000
"30674","Pascoe Vale",2,"h","S",2017-12-09,8.5,"3044",2,1,1,868,87,1990,"Moreland City Council",-37.71631,144.93896,"Northern Metropolitan",7485,1190000
"30675","Pascoe Vale",2,"h","S",2017-12-09,8.5,"3044",2,1,1,436,120,2009,"Moreland City Council",-37.7273,144.9452,"Northern Metropolitan",7485,825500
"30676","Pascoe Vale",3,"h","S",2017-12-09,8.5,"3044",3,2,1,304,153,1970,"Moreland City Council",-37.7311,144.93632,"Northern Metropolitan",7485,1180000
"30677","Pascoe Vale",3,"u","S",2017-12-09,8.5,"3044",3,1,2,263,133,2014,"Moreland City Council",-37.80594,144.86622,"Northern Metropolitan",7485,740000
"30678","Pascoe Vale",3,"h","S",2017-12-09,8.5,"3044",3,2,2,407,154,2010,"Moreland City Council",-37.72616,144.94449,"Northern Metropolitan",7485,1110000
"30679","Pascoe Vale",3,"h","S",2017-12-09,8.5,"3044",3,1,2,534,133,1955,"Moreland City Council",-37.72568,144.92717,"Northern Metropolitan",7485,1000000
"30680","Plumpton",3,"h","S",2017-12-09,23.8,"3335",3,1,2,263,133,2014,"Melton City Council",-37.77798,144.87389,"Western Metropolitan",1490,605000
"30681","Point Cook",3,"h","S",2017-12-09,14.7,"3030",3,2,2,531,129,2003,"Wyndham City Council",-37.89188,144.75124,"Western Metropolitan",15542,650000
"30683","Point Cook",4,"h","S",2017-12-09,14.7,"3030",4,2,2,528,193,2010,"Wyndham City Council",-37.88231,144.72006,"Western Metropolitan",15542,655000
"30685","Port Melbourne",4,"h","PI",2017-12-09,3.5,"3207",4,2,2,263,184,2015,"Melbourne City Council",-37.86552,145.02146,"Southern Metropolitan",8648,3400000
"30686","Port Melbourne",2,"h","VB",2017-12-09,3.5,"3207",2,2,1,122,126,2002,"Melbourne City Council",-37.83705,144.94515,"Southern Metropolitan",8648,1200000
"30687","Port Melbourne",2,"u","S",2017-12-09,3.5,"3207",2,1,1,321,81,1950,"Melbourne City Council",-37.87101,144.9972,"Southern Metropolitan",8648,790000
"30688","Port Melbourne",5,"h","PI",2017-12-09,3.5,"3207",5,3,0,249,210,1900,"Melbourne City Council",-37.83805,144.94761,"Southern Metropolitan",8648,2725000
"30689","Port Melbourne",2,"u","VB",2017-12-09,3.5,"3207",2,1,1,321,81,1980,"Melbourne City Council",-37.7575,144.971,"Southern Metropolitan",8648,550000
"30691","Port Melbourne",2,"h","S",2017-12-09,3.5,"3207",2,1,1,113,88,1915,"Melbourne City Council",-37.8364,144.93966,"Southern Metropolitan",8648,1100000
"30693","Prahran",1,"u","S",2017-12-09,4.6,"3181",4,2,2,319,133,2015,"Stonnington City Council",-37.57314,144.91694,"Southern Metropolitan",7717,405000
"30695","Prahran",2,"h","S",2017-12-09,4.6,"3181",2,2,0,148,95,2012,"Stonnington City Council",-37.85053,145.00516,"Southern Metropolitan",7717,1550000
"30696","Prahran",2,"u","S",2017-12-09,4.6,"3181",2,1,1,321,81,1960,"Stonnington City Council",-37.8355,145.0589,"Southern Metropolitan",7717,613000
"30697","Preston",3,"h","S",2017-12-09,8.4,"3072",3,1,3,581,134,1940,"Darebin City Council",-37.73721,145.0262,"Northern Metropolitan",14577,880000
"30698","Preston",2,"h","S",2017-12-09,8.4,"3072",2,1,1,358,157,1930,"Darebin City Council",-37.74656,145.01398,"Northern Metropolitan",14577,770000
"30700","Preston",4,"h","SP",2017-12-09,8.4,"3072",4,2,2,424,232,2013,"Darebin City Council",-37.74587,144.99245,"Northern Metropolitan",14577,1500000
"30701","Preston",5,"h","PI",2017-12-09,8.4,"3072",5,3,2,564,317,1935,"Darebin City Council",-37.7374,144.99115,"Northern Metropolitan",14577,1420000
"30702","Preston",2,"u","S",2017-12-09,8.4,"3072",2,1,1,321,81,1980,"Darebin City Council",-37.7564,144.9059,"Northern Metropolitan",14577,690000
"30703","Preston",3,"h","S",2017-12-09,8.4,"3072",3,1,4,489,155,1950,"Darebin City Council",-37.74138,145.02029,"Northern Metropolitan",14577,1081000
"30704","Preston",2,"h","VB",2017-12-09,8.4,"3072",2,1,0,137,109,1890,"Darebin City Council",-37.74465,145.00758,"Northern Metropolitan",14577,780000
"30705","Preston",2,"h","PI",2017-12-09,8.4,"3072",2,1,2,519,75,1955,"Darebin City Council",-37.73698,145.01631,"Northern Metropolitan",14577,960000
"30706","Preston",3,"h","PI",2017-12-09,8.4,"3072",3,2,4,673,153,1970,"Darebin City Council",-37.73626,144.98969,"Northern Metropolitan",14577,1002000
"30707","Preston",2,"h","S",2017-12-09,8.4,"3072",2,1,1,321,81,1973,"Darebin City Council",-37.83939,145.0633,"Northern Metropolitan",14577,705000
"30708","Preston",4,"h","SP",2017-12-09,8.4,"3072",4,2,2,544,145,1965,"Darebin City Council",-37.7324,145.00622,"Northern Metropolitan",14577,1000500
"30709","Preston",3,"h","PI",2017-12-09,8.4,"3072",3,1,1,533,120,1996,"Darebin City Council",-37.74133,145.01768,"Northern Metropolitan",14577,700000
"30710","Reservoir",2,"h","S",2017-12-09,12,"3073",2,1,2,379,100,1955,"Darebin City Council",-37.7104,144.99464,"Northern Metropolitan",21650,651000
"30712","Reservoir",2,"u","S",2017-12-09,12,"3073",2,1,1,321,81,1980,"Darebin City Council",-37.72919,144.9961,"Northern Metropolitan",21650,468000
"30713","Reservoir",2,"h","S",2017-12-09,12,"3073",2,1,1,490,160,1950,"Darebin City Council",-37.72444,144.9897,"Northern Metropolitan",21650,870000
"30714","Reservoir",4,"h","PI",2017-12-09,12,"3073",4,1,2,676,323,1950,"Darebin City Council",-37.72021,145.0035,"Northern Metropolitan",21650,885000
"30715","Reservoir",3,"h","S",2017-12-09,12,"3073",3,1,4,694,131,1940,"Darebin City Council",-37.70955,145.01395,"Northern Metropolitan",21650,980000
"30717","Reservoir",1,"u","S",2017-12-09,12,"3073",4,2,2,319,133,2015,"Darebin City Council",-37.57314,144.91694,"Northern Metropolitan",21650,345500
"30718","Reservoir",4,"h","S",2017-12-09,12,"3073",4,3,1,753,189,1922,"Darebin City Council",-37.70586,144.99644,"Northern Metropolitan",21650,941000
"30719","Reservoir",3,"h","S",2017-12-09,12,"3073",3,1,2,700,25,1950,"Darebin City Council",-37.72269,145.02502,"Northern Metropolitan",21650,835000
"30720","Reservoir",2,"u","SP",2017-12-09,12,"3073",2,1,1,321,81,1960,"Darebin City Council",-37.8355,145.0589,"Northern Metropolitan",21650,505000
"30721","Reservoir",3,"h","S",2017-12-09,12,"3073",3,1,1,863,120,1970,"Darebin City Council",-37.69763,145.01073,"Northern Metropolitan",21650,800000
"30722","Reservoir",3,"h","S",2017-12-09,12,"3073",3,1,2,837,25,1960,"Darebin City Council",-37.70506,145.00413,"Northern Metropolitan",21650,925000
"30723","Reservoir",3,"h","S",2017-12-09,12,"3073",3,1,4,861,278,1960,"Darebin City Council",-37.69727,145.00491,"Northern Metropolitan",21650,770000
"30725","Reservoir",2,"u","SP",2017-12-09,12,"3073",2,1,1,321,81,1960,"Darebin City Council",-37.8355,145.0589,"Northern Metropolitan",21650,562690
"30726","Reservoir",2,"u","PI",2017-12-09,12,"3073",2,1,1,321,81,2012,"Darebin City Council",-37.7112,144.9989,"Northern Metropolitan",21650,335000
"30727","Reservoir",2,"u","S",2017-12-09,12,"3073",2,1,1,321,81,1980,"Darebin City Council",-37.8009,144.8762,"Northern Metropolitan",21650,580000
"30728","Reservoir",3,"t","SP",2017-12-09,12,"3073",3,1,2,263,133,2014,"Darebin City Council",-37.7307,144.9704,"Northern Metropolitan",21650,678913
"30729","Richmond",1,"u","S",2017-12-09,2.4,"3121",4,2,2,319,133,2015,"Yarra City Council",-37.57314,144.91694,"Northern Metropolitan",14949,456000
"30732","Richmond",3,"h","S",2017-12-09,2.4,"3121",3,2,1,155,171,1887,"Yarra City Council",-37.82394,145.00044,"Northern Metropolitan",14949,2200000
"30734","Richmond",3,"h","S",2017-12-09,2.4,"3121",3,2,1,229,126,1996,"Yarra City Council",-37.81689,145.00443,"Northern Metropolitan",14949,1705000
"30735","Richmond",2,"h","SP",2017-12-09,2.4,"3121",2,1,1,182,88,1900,"Yarra City Council",-37.81391,144.99306,"Northern Metropolitan",14949,961000
"30736","Richmond",2,"t","S",2017-12-09,2.4,"3121",2,1,1,321,81,1960,"Yarra City Council",-37.8355,145.0589,"Northern Metropolitan",14949,900000
"30737","Richmond",1,"u","PI",2017-12-09,2.4,"3121",4,2,2,319,133,2015,"Yarra City Council",-37.57314,144.91694,"Northern Metropolitan",14949,400000
"30738","Richmond",3,"t","S",2017-12-09,2.4,"3121",3,1,2,263,133,2014,"Yarra City Council",-37.7668,145.1051,"Northern Metropolitan",14949,1190000
"30739","Richmond",3,"h","SP",2017-12-09,2.4,"3121",3,1,2,263,133,2014,"Yarra City Council",-37.75506,145.0049,"Northern Metropolitan",14949,1250000
"30740","Richmond",1,"u","S",2017-12-09,2.4,"3121",2,1,1,0,50,1970,"Yarra City Council",-37.82385,144.99933,"Northern Metropolitan",14949,310000
"30741","Richmond",1,"u","S",2017-12-09,2.4,"3121",4,2,2,319,133,2015,"Yarra City Council",-37.57314,144.91694,"Northern Metropolitan",14949,495000
"30742","Richmond",2,"h","SP",2017-12-09,2.4,"3121",2,1,0,139,65,1920,"Yarra City Council",-37.8118,144.99374,"Northern Metropolitan",14949,1360000
"30743","Richmond",2,"u","S",2017-12-09,2.4,"3121",2,1,1,321,81,1980,"Yarra City Council",-37.7078,145.0131,"Northern Metropolitan",14949,455000
"30746","Ringwood",3,"h","S",2017-12-09,19.9,"3134",3,2,2,358,147,1990,"Maroondah City Council",-37.81958,145.22151,"Eastern Metropolitan",7785,767500
"30747","Ringwood",5,"h","S",2017-12-09,19.9,"3134",5,3,2,591,195,1950,"Maroondah City Council",-37.81795,145.22852,"Eastern Metropolitan",7785,1230000
"30748","Ringwood",3,"h","S",2017-12-09,19.9,"3134",3,2,1,559,167,1999,"Maroondah City Council",-37.82286,145.22687,"Eastern Metropolitan",7785,875000
"30750","Ringwood East",4,"h","VB",2017-12-09,21.3,"3135",4,3,2,1633,254,1960,"Maroondah City Council",-37.813,145.25542,"Eastern Metropolitan",4407,1675000
"30751","Ringwood East",3,"h","SP",2017-12-09,21.3,"3135",3,2,2,390,177,2009,"Maroondah City Council",-37.81784,145.26208,"Eastern Metropolitan",4407,861000
"30752","Ringwood East",3,"h","S",2017-12-09,21.3,"3135",3,2,1,559,167,1980,"Maroondah City Council",-37.81072,145.24055,"Eastern Metropolitan",4407,840000
"30753","Ringwood East",3,"h","PI",2017-12-09,21.3,"3135",3,2,5,576,172,2003,"Maroondah City Council",-37.81255,145.2461,"Eastern Metropolitan",4407,875000
"30754","Ringwood East",4,"h","S",2017-12-09,21.3,"3135",4,2,2,656,248,1965,"Maroondah City Council",-37.81134,145.25457,"Eastern Metropolitan",4407,1006000
"30755","Ringwood North",4,"h","SA",2017-12-09,19.9,"3134",4,2,2,798,248,1975,"Manningham City Council",-37.79894,145.21712,"Eastern Metropolitan",3619,870000
"30756","Ringwood North",4,"h","PI",2017-12-09,19.9,"3134",4,2,2,710,155,1980,"Manningham City Council",-37.7913,145.24013,"Eastern Metropolitan",3619,1080000
"30757","Rosanna",2,"u","VB",2017-12-09,8.9,"3084",2,1,1,321,81,2006,"Banyule City Council",-37.7449,145.04589,"Eastern Metropolitan",3540,650000
"30759","Roxburgh Park",3,"h","S",2017-12-09,20.6,"3064",3,2,2,245,134,2003,"Hume City Council",-37.62203,144.92236,"Northern Metropolitan",5833,431000
"30760","Roxburgh Park",3,"h","S",2017-12-09,20.6,"3064",3,2,2,505,164,1990,"Hume City Council",-37.63797,144.92776,"Northern Metropolitan",5833,575000
"30761","Sandringham",3,"h","VB",2017-12-09,15.2,"3191",3,1,3,636,104,1955,"Bayside City Council",-37.95301,145.00485,"Southern Metropolitan",4497,1800000
"30762","Sandringham",3,"h","S",2017-12-09,15.2,"3191",3,2,2,511,114,1970,"Bayside City Council",-37.95503,145.00794,"Southern Metropolitan",4497,1761000
"30763","Sandringham",4,"h","SP",2017-12-09,15.2,"3191",4,2,3,611,210,1940,"Bayside City Council",-37.94825,145.01634,"Southern Metropolitan",4497,1900000
"30764","Sandringham",4,"h","S",2017-12-09,15.2,"3191",4,2,2,589,20,1917,"Bayside City Council",-37.95333,145.01048,"Southern Metropolitan",4497,2200000
"30766","Sandringham",2,"u","PI",2017-12-09,15.2,"3191",2,1,2,319,74,2015,"Bayside City Council",-37.81649,144.86731,"Southern Metropolitan",4497,750000
"30767","Sandringham",3,"h","S",2017-12-09,15.2,"3191",3,2,4,678,167,1970,"Bayside City Council",-37.95413,145.01611,"Southern Metropolitan",4497,1940000
"30768","Seaford",3,"h","VB",2017-12-09,35.4,"3198",3,1,1,694,120,1970,"Frankston City Council",-38.12014,145.14066,"South-Eastern Metropolitan",8077,650000
"30769","Seaford",3,"h","S",2017-12-09,35.4,"3198",3,1,3,700,118,1960,"Frankston City Council",-38.09491,145.13469,"South-Eastern Metropolitan",8077,850000
"30770","Skye",3,"h","SP",2017-12-09,34.7,"3977",3,1,1,485,96,1975,"Frankston City Council",-38.09331,145.20223,"South-Eastern Metropolitan",2756,520000
"30771","South Melbourne",2,"u","S",2017-12-09,1.9,"3205",2,1,1,321,81,1960,"Port Phillip City Council",-37.8355,145.0589,"Southern Metropolitan",5943,1272000
"30772","South Melbourne",2,"u","PI",2017-12-09,1.9,"3205",2,1,1,321,81,1960,"Port Phillip City Council",-37.8355,145.0589,"Southern Metropolitan",5943,900000
"30776","South Melbourne",3,"h","S",2017-12-09,1.9,"3205",3,1,0,6880,114,1954,"Port Phillip City Council",-37.83517,144.95471,"Southern Metropolitan",5943,1071000
"30777","South Melbourne",2,"h","S",2017-12-09,1.9,"3205",2,1,1,111,88,1910,"Port Phillip City Council",-37.83689,144.9638,"Southern Metropolitan",5943,1200000
"30779","South Morang",4,"h","PI",2017-12-09,20.5,"3752",4,2,2,512,298,2015,"Whittlesea City Council",-37.61672,145.0689,"Northern Metropolitan",7969,870000
"30780","South Morang",3,"h","S",2017-12-09,20.5,"3752",3,2,2,321,125,2011,"Whittlesea City Council",-37.61821,145.10505,"Northern Metropolitan",7969,555000
"30781","South Morang",4,"h","S",2017-12-09,20.5,"3752",4,2,2,568,170,2002,"Whittlesea City Council",-37.65116,145.09417,"Northern Metropolitan",7969,621000
"30782","South Morang",3,"h","S",2017-12-09,20.5,"3752",3,2,2,348,140,1995,"Whittlesea City Council",-37.63423,145.06856,"Northern Metropolitan",7969,612000
"30784","South Yarra",1,"u","S",2017-12-09,2.7,"3141",4,2,2,319,133,2015,"Melbourne City Council",-37.57314,144.91694,"Southern Metropolitan",14887,407800
